symbol,archetype,readiness,q1_status,q2_status,q3_status,q4_status,q5_status,q6_status,q7_status,q8_status,challenge_status,core_decision,decision_contradiction,missing_data_count
DHP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DHT,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DIC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DID,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DIG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DIH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DKC,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DKG,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DL1,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DLD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DLG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DLR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DLT,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DMC,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DMN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DMX,NORMAL_ENTERPRISE,INSUFFICIENT,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DNA,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DNC,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DND,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DNE,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DNH,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DNL,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DNM,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DNN,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DNP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DNT,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DNW,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DOC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DOP,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DP1,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DP2,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DP3,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DPC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DPG,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DPH,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DPM,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DPP,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DPR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DQC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DRC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DRG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DRH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DRI,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DRL,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DSC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DSD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DSE,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DSG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DSH,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DSN,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DSP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DST,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DTA,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DTC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DTD,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DTG,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DTI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DTK,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DTL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
DTT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DUS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DVC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DVG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DVM,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DVN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DVP,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DVW,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
DWS,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
DXG,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
DXL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DXP,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
DXS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
DXV,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
E12,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
E29,NORMAL_ENTERPRISE,INSUFFICIENT,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
EBS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
ECI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
ECO,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
EFI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
EGL,NORMAL_ENTERPRISE,PARTIAL,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,VULNERABLE,INSUFFICIENT_DATA,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
EIB,BANK,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
EIC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
EID,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
EIN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
ELC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
EME,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
EMG,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
EMS,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
EVE,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
EVF,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
EVG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
EVS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
F88,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FBC,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FCC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FCM,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FCN,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FCS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
FDC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
FGL,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FHN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
FHS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
FIC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FID,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FIR,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
FIT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
FMC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
FOC,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
FOX,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
FPT,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
FRC,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
FRM,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
FRT,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FSO,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FTI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FTM,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
FTS,SECURITIES,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
